shipment_id,ship_date,delivery_date,weight_kg,shipping_cost,distance_km,carrier,service_level,is_insured,requires_signature,status,destination_region,special_instructions
Enterprise Record #232,07/10/2025,01/25/2025,182.62,47.74,1875.11,DHL,Economy,true,NO,lost,International,
Advanced Document #233,07/24/2025,,231.63,133.76,"3,809.67",Fedex,Standard,1,NO,lost,North,Keep Refrigerated 512
Basic Asset #234,2025/01/02,,106.64,277.43,"1,164.75",Local Courier,Economy,no,yes,returned,North,Keep Refrigerated 355
Premium Document #235,2025-06-17,12/30/2025,605.83,98.99,771.42,Fedex,Express,false,não,in_transit,Northeast,Keep Refrigerated 874
Basic Product #236,2025/06/07,20251227,203.83,402.68,2878.50,Own Fleet,Standard,0,yes,delayed,Southeast,
Basic Document #237,08/31/2025,,631.04,286.30,1526.13,Local Courier,Standard,NO,True,lost,South,Fragile 864
Premium Record #238,20251214,2025-10-21,602.06,282.11,3476.92,Local Courier,Standard,YES,0,in_transit,Northeast,
Custom Entry #239,29/10/2025,20251005,886.02,455.21,,Own Fleet,Same-Day,no,NO,in_transit,Midwest,Keep Refrigerated 446
Professional Entry #240,15/01/2025,,454.75,168.52,443.15,DHL,Same-Day,yes,false,in_transit,South,
Basic Entry #241,12/18/2025,,158.00,170.53,4171.77,Own Fleet,Same-Day,T,não,returned,North,
Professional Resource #242,13/09/2025,24/01/2025,739.35,275.87,2457.14,Fedex,Same-Day,1,N,returned,Northeast,Leave at Door 347
Basic Asset #243,2025/01/11,07/11/2025,448.46,246.10,"2,169.44",DHL,Same-Day,Y,sim,delivered,Southeast,Keep Refrigerated 559
Advanced Record #244,2025/01/17,20251224,95.38,236.22,1167.40,Fedex,Economy,yes,no,in_transit,Midwest,
Advanced Product #245,20250302,20260128,907.40,71.35,,Fedex,Same-Day,não,NO,delayed,Northeast,
Custom Product #246,2025-06-29,,634.94,409.01,"1,153.26",Correios,Standard,true,yes,in_transit,South,
Enterprise Item #247,08/20/2025,20250317,964.34,284.48,3179.46,DHL,Standard,NO,não,delayed,North,Keep Refrigerated 155
Custom Record #248,20250721,20250822,143.68,491.86,2470.04,Correios,Express,false,T,lost,North,Handle with Care 660
Enterprise Asset #249,2025/05/23,2025/12/04,537.24,183.86,2875.70,Local Courier,Economy,yes,Y,in_transit,,
Basic Asset #250,01/12/2025,2025/04/12,788.71,170.42,4462.70,Local Courier,Express,false,True,delivered,Northeast,Leave at Door 100
Advanced Item #251,07/11/2025,2025/10/08,762.55,31.12,2812.72,DHL,Same-Day,1,False,lost,South,
Enterprise Record #252,20251022,,65.55,436.70,3264.56,Local Courier,Economy,N,True,in_transit,Midwest,
Enterprise Document #253,20250224,,603.26,145.98,544.46,DHL,Same-Day,True,NO,returned,South,
Professional Item #254,01/05/2025,2026-01-07,928.24,260.54,3332.73,Fedex,Economy,yes,não,delivered,North,
Professional Product #255,20260206,2026/01/18,118.86,53.62,"4,780.29",DHL,Express,1,true,delayed,Southeast,Leave at Door 546
Standard Service #256,2025-12-13,2025/08/21,544.38,336.75,4603.95,Fedex,Standard,YES,Y,lost,Southeast,Leave at Door 578
Basic Product #257,11/28/2025,20250926,748.03,237.45,1719.03,Fedex,Standard,N,yes,returned,South,Leave at Door 34
Basic Record #258,20251108,07/06/2025,990.57,306.15,"2,344.14",Correios,Economy,true,N,delayed,Northeast,Fragile 279
Advanced Item #259,20251123,02/03/2025,32.78,390.86,"1,651.67",Local Courier,Economy,1,yes,delivered,Northeast,
Advanced Resource #260,20260129,2025/06/17,691.18,487.46,4721.00,DHL,Economy,Y,yes,delivered,,Keep Refrigerated 563
Professional Entry #261,09/25/2025,2025/06/05,344.48,221.90,1702.96,DHL,Same-Day,no,NO,returned,Southeast,
Advanced Product #262,2025-08-15,26/05/2025,195.96,218.55,3029.33,Own Fleet,Same-Day,true,yes,in_transit,South,
Professional Service #263,2025-07-18,2025-11-26,220.33,455.45,3379.05,Fedex,Same-Day,no,yes,delivered,South,Leave at Door 901
Advanced Entry #264,01/14/2025,19/01/2026,143.34,429.56,373.05,Correios,Economy,não,YES,delivered,Midwest,
Professional Asset #265,2025-10-09,09/09/2025,309.01,262.39,1933.24,Correios,Economy,NO,no,in_transit,Southeast,
Advanced Service #266,13/08/2025,05/22/2025,976.22,7.91,"3,832.41",DHL,Standard,F,0,delayed,North,Handle with Care 279
Enterprise Item #267,16/08/2025,2025-11-22,110.28,473.20,4494.60,Own Fleet,Express,YES,0,returned,South,
Custom Record #268,12/30/2025,2025-10-18,634.15,233.72,4196.59,DHL,Standard,não,False,in_transit,North,
Professional Resource #269,2026-01-20,2025/07/26,96.76,307.60,1291.83,Own Fleet,Economy,Y,F,delivered,Midwest,Keep Refrigerated 549
Standard Entry #270,03/12/2025,,842.80,30.06,2782.71,Local Courier,Standard,NO,True,lost,Northeast,
Custom Entry #271,2025/05/30,2025-05-24,936.62,204.50,585.28,Own Fleet,Economy,Y,NO,in_transit,Midwest,
Enterprise Entry #272,03/21/2025,20250117,806.29,160.80,2779.63,Own Fleet,Same-Day,false,no,delayed,South,Handle with Care 597
Standard Resource #273,20250227,08/02/2026,751.89,255.96,237.78,Own Fleet,Standard,F,T,delayed,Southeast,Keep Refrigerated 506
Premium Product #274,02/06/2025,16/04/2025,234.04,449.77,1762.77,Fedex,Economy,sim,não,lost,International,Handle with Care 153
Advanced Record #275,30/01/2026,2025-04-13,618.05,33.64,3277.19,Correios,Same-Day,1,yes,delivered,International,Keep Refrigerated 410
Standard Product #276,2025-12-07,2025/03/12,331.47,91.26,337.53,Own Fleet,Same-Day,0,sim,lost,Northeast,
Premium Product #277,2025/12/26,20250304,172.23,220.26,780.83,Correios,Same-Day,1,no,returned,South,
Enterprise Document #278,04/01/2025,20251007,233.83,257.90,4911.56,Local Courier,Same-Day,sim,yes,lost,Northeast,Handle with Care 617
Enterprise Resource #279,20250212,2026/01/18,111.64,430.25,"1,010.06",Fedex,Same-Day,Y,sim,lost,Southeast,
Standard Record #280,31/05/2025,19/12/2025,583.76,322.79,14.25,Local Courier,Express,NO,F,returned,Northeast,Keep Refrigerated 544
Enterprise Resource #281,20260118,27/01/2026,7.33,58.79,4820.44,Own Fleet,Express,YES,0,delivered,South,Handle with Care 581
Standard Resource #282,2025/12/12,,350.51,432.22,624.23,Own Fleet,Standard,T,Y,in_transit,,
Standard Service #283,01/09/2026,20260205,71.57,166.61,2775.30,Correios,Standard,yes,sim,in_transit,International,Fragile 334
Advanced Record #284,20250517,2025/10/15,636.81,442.70,4500.58,Own Fleet,Economy,Y,True,in_transit,International,
Professional Product #285,23/05/2025,20250820,877.43,243.66,809.56,Local Courier,Express,T,Y,returned,North,
Custom Entry #286,02/04/2025,20250711,180.26,81.92,2906.77,Fedex,Economy,YES,True,lost,Northeast,
Advanced Asset #287,2026-01-11,,668.46,239.29,2644.52,Fedex,Standard,não,F,lost,Northeast,
Enterprise Document #288,20250416,08/11/2025,564.16,288.35,3117.60,Local Courier,Standard,yes,0,delivered,Northeast,
Standard Item #289,2025/02/07,2025-02-01,282.70,320.32,1881.26,Correios,Standard,1,no,delayed,Southeast,
Standard Entry #290,20250513,07/28/2025,810.87,253.85,2421.03,Fedex,Economy,yes,no,returned,Midwest,
Advanced Resource #291,2025/11/08,03/02/2025,515.12,300.29,"3,377.02",Local Courier,Economy,true,NO,delayed,International,
Advanced Product #292,12/05/2025,2026/02/11,697.44,9.08,"2,691.04",Own Fleet,Standard,True,yes,lost,Southeast,
Premium Product #293,2025-05-25,24/09/2025,506.63,41.08,2780.77,Own Fleet,Standard,sim,true,delivered,International,
Advanced Record #294,30/08/2025,11/07/2025,936.21,257.09,2420.75,Local Courier,Express,Y,sim,delayed,Midwest,
Professional Asset #295,2025-12-11,,503.87,135.96,4824.21,Fedex,Express,True,yes,lost,South,Fragile 980
Enterprise Resource #296,2025/12/23,2025/11/15,277.30,9.74,81.62,Fedex,Express,1,1,in_transit,Southeast,Fragile 712
Enterprise Entry #297,20250502,01/08/2025,709.48,283.81,1638.15,DHL,Same-Day,T,false,delayed,South,Keep Refrigerated 141
Professional Service #298,20250210,25/06/2025,909.25,419.04,4249.48,Local Courier,Same-Day,N,1,delivered,North,
Advanced Document #299,2025/09/11,22/12/2025,773.36,402.64,4594.84,Own Fleet,Same-Day,Y,1,delivered,Northeast,Leave at Door 137
Basic Resource #300,2025/02/18,20260203,624.40,46.08,,Fedex,Same-Day,F,1,lost,International,
Basic Entry #301,20260202,,57.45,221.33,"3,781.29",Fedex,Express,True,false,in_transit,South,
Professional Item #302,01/12/2025,12/14/2025,969.74,461.43,,Local Courier,Same-Day,NO,yes,delivered,Northeast,
Custom Service #303,03/04/2025,2025-09-01,612.43,412.43,"1,130.36",DHL,Economy,no,true,delivered,Southeast,Keep Refrigerated 731
Basic Record #304,20250217,10/02/2025,917.31,487.89,2463.87,Fedex,Same-Day,False,sim,lost,Midwest,Fragile 950
Custom Asset #305,2025/07/19,,744.39,77.29,4724.72,Fedex,Express,0,F,returned,North,
Standard Item #306,20250504,20250504,156.99,284.86,"1,708.99",Local Courier,Express,False,YES,delivered,Midwest,
Advanced Asset #307,03/05/2025,20250204,476.54,292.28,3872.59,Local Courier,Economy,True,YES,delayed,North,
Standard Asset #308,2025-03-04,,656.94,346.33,530.22,Own Fleet,Standard,1,F,delayed,International,
Standard Item #309,02/06/2025,20260116,294.84,100.86,3193.69,Own Fleet,Same-Day,sim,true,returned,International,
Standard Resource #310,19/07/2025,2025/02/17,319.85,182.38,618.33,Own Fleet,Same-Day,False,YES,returned,North,
Basic Asset #311,2025-02-16,20250628,333.34,100.78,"2,190.71",Fedex,Same-Day,Y,false,delivered,North,Handle with Care 611
Premium Record #312,26/12/2025,20250922,436.60,125.12,4098.81,Local Courier,Economy,não,não,lost,South,Keep Refrigerated 28
Enterprise Asset #313,2025/01/06,02/11/2025,481.86,412.68,2895.99,DHL,Standard,N,N,lost,North,
Advanced Entry #314,06/03/2025,2025-12-23,955.61,416.49,3052.03,DHL,Economy,NO,T,lost,South,
Enterprise Document #315,2025-04-11,2026-01-15,743.14,473.09,4317.72,DHL,Express,T,false,in_transit,Northeast,
Basic Product #316,2025-11-02,2025/02/08,724.22,114.03,3595.31,DHL,Standard,True,NO,in_transit,Northeast,Keep Refrigerated 329
Standard Record #317,20250220,08/02/2026,867.37,118.72,3785.89,Fedex,Express,no,T,returned,International,Fragile 542
Enterprise Entry #318,02/20/2025,2025/05/20,820.72,225.29,"2,429.28",DHL,Standard,true,F,in_transit,Northeast,
Basic Product #319,03/01/2025,23/08/2025,221.48,299.31,"4,092.92",Correios,Express,0,no,delivered,Northeast,
Basic Product #320,2025/10/24,2025-04-26,385.25,483.68,120.28,Local Courier,Standard,F,NO,delivered,Northeast,
Enterprise Item #321,20250521,20251107,913.47,198.53,"3,945.26",Own Fleet,Express,sim,false,delayed,Southeast,
Professional Item #322,18/11/2025,12/16/2025,448.42,371.25,"4,987.13",Own Fleet,Same-Day,no,sim,returned,Northeast,
Standard Document #323,20260123,01/18/2025,376.85,293.70,799.06,Local Courier,Standard,F,Y,in_transit,North,Fragile 719
Basic Product #324,2025-11-25,20250807,820.10,8.36,"4,601.43",Fedex,Express,NO,NO,lost,Southeast,Leave at Door 171
Advanced Item #325,2025-04-19,10/28/2025,,427.79,,Own Fleet,Economy,1,no,lost,Northeast,
Advanced Entry #326,01/08/2025,2025-03-11,830.61,94.80,"4,487.66",DHL,Economy,NO,YES,lost,Midwest,Handle with Care 798
Professional Record #327,29/12/2025,02/12/2025,407.87,284.80,100.31,Fedex,Standard,no,yes,returned,Southeast,
Professional Service #328,15/01/2025,09/06/2025,143.35,315.53,2451.61,Local Courier,Express,T,true,lost,North,
Premium Resource #329,2025-04-12,,521.50,179.96,3275.88,Own Fleet,Standard,N,YES,lost,South,Keep Refrigerated 120
Custom Item #330,2026-02-05,2025/10/01,791.08,94.17,"3,579.03",Fedex,Standard,true,yes,returned,Southeast,
Advanced Item #331,06/05/2025,2025-03-07,50.53,51.15,2838.55,Local Courier,Economy,F,NO,in_transit,South,
Enterprise Record #332,2025/10/17,2025/07/15,455.32,74.78,995.19,DHL,Express,true,false,returned,Northeast,
Standard Asset #333,2026/02/02,2025/02/18,28.86,197.06,2497.45,Own Fleet,Standard,yes,0,delayed,Northeast,
Custom Document #334,2025/03/30,2025-01-23,495.90,18.94,4707.15,Own Fleet,Standard,no,True,returned,North,
Enterprise Entry #335,2025-05-16,03/12/2025,694.76,135.36,4898.51,Correios,Same-Day,YES,true,in_transit,Southeast,Leave at Door 59
Professional Service #336,2026/01/05,,,309.31,"4,815.14",Local Courier,Express,yes,não,in_transit,International,Leave at Door 771
Premium Entry #337,2025-06-24,2025-12-14,492.83,240.96,2034.94,Own Fleet,Express,N,N,lost,Midwest,
Advanced Item #338,05/09/2025,20/03/2025,204.94,199.45,2527.29,DHL,Same-Day,NO,F,returned,International,Leave at Door 468
Advanced Entry #339,20/07/2025,2025/05/26,807.18,182.80,4330.67,Own Fleet,Express,não,sim,delayed,South,
Professional Product #340,2025-11-16,2025/12/17,995.39,36.24,3513.52,Correios,Same-Day,no,0,delivered,South,Handle with Care 57
Custom Asset #341,20251014,2026-01-21,853.37,91.35,1743.12,Correios,Same-Day,True,True,delayed,North,Keep Refrigerated 333
Enterprise Entry #342,20251022,2025/03/11,60.56,233.42,167.48,Own Fleet,Standard,N,N,delivered,Southeast,
Standard Resource #343,2025/01/09,,877.41,150.93,2885.73,Own Fleet,Economy,N,false,delayed,South,
Basic Document #344,2025-07-29,10/06/2025,199.45,139.05,739.04,Own Fleet,Standard,YES,0,delivered,Southeast,
Standard Asset #345,2025/06/15,14/01/2025,76.84,27.56,2903.20,Local Courier,Standard,True,YES,delivered,Midwest,Leave at Door 732
Standard Record #346,2026/01/25,02/10/2025,825.86,466.62,167.74,Fedex,Same-Day,não,0,delayed,International,Keep Refrigerated 250
Professional Entry #347,20250418,20250423,729.36,178.29,1720.02,Local Courier,Same-Day,Y,YES,delivered,International,
Standard Resource #348,2025-03-14,2025/05/01,412.72,331.13,"3,403.13",Correios,Economy,N,yes,in_transit,Midwest,
Standard Record #349,07/05/2025,,278.57,418.12,1856.53,Correios,Express,false,False,in_transit,Midwest,Handle with Care 494
Custom Entry #350,04/02/2026,07/18/2025,813.94,330.78,1499.34,Own Fleet,Same-Day,NO,Y,lost,Midwest,
Enterprise Product #351,2025-04-16,20250321,347.62,218.79,2031.28,Fedex,Same-Day,não,yes,returned,Northeast,Fragile 679
Enterprise Resource #352,2025/09/09,12/05/2025,41.86,324.19,3295.52,Own Fleet,Same-Day,yes,true,returned,Northeast,
Basic Product #353,2025-11-14,14/01/2026,182.44,147.87,4465.60,Own Fleet,Same-Day,0,F,delivered,International,
Premium Item #354,03/18/2025,09/01/2025,708.73,184.18,,Fedex,Same-Day,0,False,delayed,Northeast,Fragile 538
Enterprise Record #355,2025-01-27,22/04/2025,661.15,60.75,3680.10,Own Fleet,Express,no,Y,in_transit,International,Handle with Care 471
Professional Record #356,01/18/2026,,843.84,170.60,1074.63,Local Courier,Same-Day,Y,YES,lost,South,
Advanced Item #357,2025-03-27,2025-10-20,814.95,476.91,4083.96,Local Courier,Same-Day,no,1,in_transit,Northeast,Keep Refrigerated 473
Standard Resource #358,12/22/2025,2025-11-04,795.65,222.45,"2,726.93",Fedex,Economy,false,F,delayed,North,
Standard Record #359,09/17/2025,2026/01/12,288.28,21.30,"2,223.29",Fedex,Same-Day,False,False,lost,Northeast,
Basic Service #360,25/09/2025,13/06/2025,601.65,160.11,956.08,Correios,Standard,Y,no,in_transit,South,Handle with Care 437
Advanced Item #361,20/09/2025,09/20/2025,245.12,128.90,1329.33,Own Fleet,Express,NO,sim,returned,Southeast,
Professional Asset #362,08/01/2025,2025/02/15,986.86,255.61,4523.15,Correios,Same-Day,F,Y,lost,Southeast,Handle with Care 977
Basic Product #363,2025/07/30,2026-02-10,92.21,80.39,"4,849.56",Own Fleet,Standard,1,sim,in_transit,Southeast,Keep Refrigerated 85
Enterprise Asset #364,2025/12/12,20250807,14.51,387.11,"1,459.01",Correios,Standard,N,false,delayed,South,
Basic Asset #365,20250711,06/18/2025,811.82,436.21,459.83,Own Fleet,Same-Day,no,F,lost,North,Fragile 135
Enterprise Item #366,07/29/2025,07/10/2025,879.22,261.93,4765.93,DHL,Economy,False,yes,lost,Northeast,Leave at Door 977
Custom Asset #367,2025/12/07,22/01/2026,121.53,427.37,2038.82,DHL,Same-Day,no,False,in_transit,North,
Advanced Service #368,03/10/2025,2025-08-31,857.41,88.63,3173.27,Own Fleet,Same-Day,true,true,delayed,Southeast,Leave at Door 421
Premium Product #369,2025/09/27,2025-01-31,982.74,330.97,4651.10,Local Courier,Express,False,True,returned,Southeast,Handle with Care 795
Advanced Resource #370,06/09/2025,06/01/2025,346.17,493.19,2690.81,Correios,Economy,N,false,in_transit,Midwest,
Basic Record #371,2025/12/25,01/05/2025,353.28,180.39,4961.85,Local Courier,Standard,False,True,delayed,North,
Standard Entry #372,03/24/2025,12/11/2025,601.13,438.76,"4,804.13",DHL,Economy,0,não,in_transit,Southeast,
Custom Asset #373,2025/02/11,2025/05/09,555.43,200.82,3481.45,DHL,Same-Day,false,N,in_transit,International,Leave at Door 681
Premium Service #374,20250623,2025/01/15,726.18,165.45,"4,403.42",Correios,Express,T,F,returned,Northeast,Keep Refrigerated 387
Basic Resource #375,20251225,20251006,43.16,482.17,48.44,Local Courier,Economy,F,T,delivered,South,
Professional Entry #376,2025/08/01,,561.87,470.47,3289.54,Fedex,Express,YES,F,in_transit,North,Keep Refrigerated 677
Custom Entry #377,09/03/2025,2025-05-30,633.90,173.47,3317.81,DHL,Same-Day,yes,sim,delayed,North,
Advanced Record #378,21/06/2025,02/04/2025,93.44,19.82,,Correios,Economy,T,yes,returned,North,
Advanced Record #379,20250314,15/01/2025,294.75,46.38,3842.60,Fedex,Same-Day,True,Y,returned,North,
Professional Product #380,12/06/2025,20251115,432.72,342.89,3323.64,Correios,Same-Day,false,True,delivered,Southeast,
Basic Item #381,01/14/2025,,779.55,202.71,4930.02,Correios,Standard,True,T,lost,Northeast,Keep Refrigerated 711
Basic Item #382,20251013,29/11/2025,720.82,438.17,2914.25,Own Fleet,Express,YES,YES,returned,Southeast,Handle with Care 533
Enterprise Product #383,30/05/2025,2025-11-05,925.89,350.37,3171.12,Correios,Express,no,Y,in_transit,Northeast,
Enterprise Document #384,2025/08/18,,776.36,360.60,,Own Fleet,Express,true,False,lost,Midwest,
Professional Resource #385,2025/08/14,,720.57,99.11,3498.26,Correios,Economy,no,0,in_transit,International,
Premium Asset #386,28/07/2025,11/27/2025,929.59,270.07,3160.92,Local Courier,Standard,true,no,delivered,Southeast,
Premium Asset #387,07/10/2025,20250808,949.20,230.35,3875.58,Fedex,Same-Day,0,Y,delayed,Midwest,
Advanced Entry #388,2025/06/12,21/07/2025,406.49,148.71,"1,316.27",Fedex,Same-Day,false,0,lost,North,Fragile 608
Premium Product #389,2025-01-29,01/04/2026,309.31,6.92,"4,808.14",DHL,Economy,Y,false,delivered,North,
Premium Document #390,2025-09-27,23/01/2025,631.10,9.43,3926.25,Correios,Same-Day,N,true,delayed,North,
Enterprise Service #391,2025-03-25,07/21/2025,576.82,401.11,"1,033.58",DHL,Express,0,Y,returned,International,Fragile 922
Custom Service #392,05/01/2025,2026-02-10,445.63,84.00,4820.04,DHL,Express,T,YES,delivered,South,
Professional Resource #393,2026-02-03,12/03/2025,768.57,179.84,1284.30,Correios,Same-Day,não,True,in_transit,North,
Standard Resource #394,04/08/2025,,175.88,134.09,532.27,DHL,Economy,0,NO,lost,North,
Standard Document #395,20260213,2025/01/19,388.84,290.41,4727.16,Own Fleet,Standard,T,False,delivered,Midwest,Keep Refrigerated 803
Standard Entry #396,20250428,,782.49,244.33,,Correios,Same-Day,T,false,in_transit,International,Fragile 500
Professional Asset #397,12/12/2025,20260202,191.90,46.57,792.14,Local Courier,Express,yes,False,lost,South,
Enterprise Resource #398,2025/01/24,2025-02-18,190.24,235.76,804.91,Fedex,Economy,False,Y,returned,Midwest,
Professional Asset #399,05/11/2025,12/03/2025,660.93,340.85,1771.21,Local Courier,Express,YES,NO,in_transit,Southeast,
