transaction_id,sale_date,amount,quantity,discount_rate,status,payment_method,is_prime_member,is_gift,customer_segment,product_category,shipping_notes
Advanced Resource #260,2024-09-07,4025.50,50.50,0.14,pending,paypal,no,Y,Regular,Toys,
Professional Asset #261,11/18/2024,1295.08,24.65,0.31,pending,boleto,sim,False,Regular,Books,Express delivery 860
Advanced Entry #262,27/04/2025,874.97,18.80,,pending,credit_card,Y,N,New,Clothing,
Professional Item #263,08/10/2025,4356.89,10.16,0.37,pending,debit_card,yes,T,VIP,Electronics,Pickup 148
Premium Resource #264,2025-01-21,3023.83,51.47,0.04,completed,debit_card,YES,F,Regular,Toys,Gift wrap 543
Advanced Service #265,08/07/2024,1054.74,49.79,0.04,pending,credit_card,False,true,VIP,Home,
Premium Document #266,06/06/2024,4117.75,84.01,0.28,pending,debit_card,YES,true,VIP,Home,
Basic Document #267,2024/10/13,3089.80,97.03,0.08,cancelled,credit_card,false,true,Inactive,Clothing,Pickup 194
Standard Service #268,2025-06-27,3519.56,59.25,0.10,refunded,paypal,true,yes,Regular,Clothing,Gift wrap 579
Enterprise Service #269,20260201,3428.71,64.33,,completed,credit_card,N,N,VIP,Sports,Gift wrap 982
Basic Item #270,20240424,2997.27,97.62,0.14,refunded,boleto,NO,não,New,Toys,Pickup 868
Professional Entry #271,14/10/2024,4878.62,13.19,0.41,cancelled,boleto,YES,False,New,Sports,
Standard Record #272,20250421,221.33,93.05,0.32,refunded,paypal,não,não,Regular,Sports,Standard shipping 702
Basic Product #273,06/20/2024,737.15,17.84,0.09,cancelled,boleto,1,1,Inactive,Clothing,
Custom Resource #274,2024-08-20,2569.54,68.55,0.33,cancelled,paypal,True,T,Inactive,Clothing,Express delivery 709
Enterprise Item #275,01/07/2024,3310.17,17.80,,completed,boleto,N,F,VIP,Electronics,Pickup 496
Professional Resource #276,2025-03-24,1187.63,62.63,0.02,completed,credit_card,T,True,Inactive,Home,Express delivery 291
Enterprise Record #277,23/05/2025,"4,419.67",95.48,0.39,cancelled,credit_card,1,no,VIP,Clothing,Pickup 734
Professional Resource #278,15/04/2024,824.70,40.61,0.26,cancelled,pix,não,YES,Inactive,Clothing,Gift wrap 755
Custom Resource #279,2024-05-05,"2,097.72",85.98,,refunded,credit_card,1,0,Inactive,Books,Pickup 142
Premium Record #280,20250330,2441.65,7.39,0.37,pending,debit_card,NO,Y,VIP,Toys,Standard shipping 990
Premium Entry #281,20240601,728.29,13.58,0.09,cancelled,paypal,False,0,Inactive,Electronics,Gift wrap 595
Basic Entry #282,2025/05/21,"4,585.99",61.47,0.35,pending,paypal,false,1,Inactive,Home,Gift wrap 774
Standard Record #283,2026-01-14,730.42,3.79,0.14,refunded,paypal,não,Y,VIP,Sports,
Basic Entry #284,2025/01/02,2983.43,7.72,0.42,pending,credit_card,0,yes,VIP,Sports,Standard shipping 486
Advanced Resource #285,20/09/2024,117.36,99.97,,pending,paypal,F,True,Regular,Sports,Express delivery 298
Professional Product #286,02/06/2024,4709.93,34.52,0.01,pending,debit_card,Y,NO,Inactive,Books,Pickup 593
Custom Document #287,2025/10/09,460.57,10.56,0.26,cancelled,paypal,1,True,New,Toys,Standard shipping 206
Custom Item #288,20240116,3911.88,52.62,0.09,cancelled,credit_card,0,,New,Clothing,
Standard Record #289,2025-04-24,4505.49,28.97,,pending,debit_card,True,F,Inactive,Toys,Pickup 626
Advanced Record #290,20240219,3079.83,89.36,0.34,refunded,boleto,sim,T,New,Sports,Standard shipping 533
Advanced Service #291,20251020,"1,323.09",83.30,0.10,pending,pix,0,1,,Electronics,
Enterprise Document #292,2024-10-25,3741.75,74.12,0.10,completed,debit_card,no,true,New,Clothing,Pickup 374
Standard Record #293,11/01/2025,4204.90,72.93,0.18,pending,paypal,não,não,Regular,Electronics,
Professional Service #294,20250430,"4,406.78",62.34,0.14,cancelled,credit_card,Y,0,VIP,Home,
Standard Entry #295,11/05/2024,3754.54,41.19,0.05,cancelled,pix,True,N,VIP,Electronics,
Custom Entry #296,11/01/2025,1768.00,64.63,0.35,completed,credit_card,não,Y,Inactive,Books,Standard shipping 933
Basic Resource #297,20251209,2589.80,57.37,0.08,pending,credit_card,no,True,New,Clothing,Pickup 319
Premium Asset #298,20260122,274.50,59.26,0.43,pending,boleto,false,não,Inactive,Books,Gift wrap 649
Custom Product #299,2024/08/22,1395.86,65.70,0.06,completed,pix,false,0,Inactive,Electronics,Pickup 365
Enterprise Product #300,30/09/2025,1742.62,85.31,0.24,refunded,pix,True,T,Regular,Toys,Pickup 574
Professional Asset #301,20250712,128.36,23.04,0.31,cancelled,pix,T,false,VIP,Sports,Gift wrap 251
Basic Product #302,10/25/2024,4793.80,77.14,0.37,cancelled,debit_card,NO,false,Regular,Electronics,Standard shipping 555
Enterprise Item #303,2024-04-28,2595.48,46.13,,cancelled,paypal,sim,yes,Regular,Home,Express delivery 523
Professional Entry #304,2026/01/28,1013.83,7.34,,pending,boleto,F,no,VIP,Home,
Professional Document #305,2025-07-09,3740.94,45.31,,cancelled,boleto,não,não,VIP,Electronics,
Custom Entry #306,2026/01/07,4914.42,16.41,0.15,cancelled,debit_card,no,False,Regular,Toys,Gift wrap 689
Advanced Asset #307,09/04/2024,2568.53,61.46,,pending,paypal,false,T,Inactive,Electronics,Express delivery 703
Standard Product #308,2025/01/20,1954.17,16.54,0.47,refunded,debit_card,Y,,Regular,Books,
Standard Item #309,20240802,1954.56,16.01,0.23,refunded,debit_card,True,não,New,Sports,
Enterprise Resource #310,26/08/2025,4589.79,12.38,0.48,completed,pix,YES,N,VIP,Books,
Professional Entry #311,2024/12/03,3968.05,82.43,0.01,completed,pix,não,YES,Regular,Toys,Express delivery 18
Premium Item #312,11/12/2024,"1,714.21",86.05,,completed,paypal,1,YES,New,Toys,Gift wrap 676
Standard Entry #313,2024/08/17,432.51,58.98,0.26,pending,paypal,1,false,New,Sports,
Enterprise Item #314,25/05/2025,"1,577.95",47.73,0.40,cancelled,pix,True,F,VIP,Home,Gift wrap 894
Custom Document #315,2025-02-23,4286.27,33.65,0.03,refunded,boleto,N,F,New,Books,Express delivery 833
Enterprise Asset #316,27/09/2025,"2,068.88",64.10,,refunded,debit_card,yes,YES,Regular,Electronics,Express delivery 233
Advanced Product #317,07/03/2025,2626.99,86.24,0.39,refunded,boleto,true,no,VIP,Books,
Standard Record #318,2025-04-19,34.85,45.29,,cancelled,paypal,Y,YES,Inactive,Sports,Express delivery 928
Professional Item #319,20240327,102.61,77.21,0.26,refunded,pix,YES,F,Regular,Electronics,Standard shipping 578
Professional Entry #320,2024/07/22,2912.18,62.12,0.07,refunded,credit_card,false,,Inactive,Home,
Custom Item #321,11/10/2024,"2,658.19",11.45,0.33,pending,paypal,False,False,VIP,Clothing,Express delivery 463
Professional Record #322,2024/08/30,4001.92,97.39,0.07,completed,credit_card,false,não,New,Home,
Professional Entry #323,17/09/2025,"3,337.25",38.74,0.12,completed,pix,false,yes,VIP,Clothing,Gift wrap 314
Enterprise Resource #324,20240727,1457.81,42.71,0.49,pending,credit_card,0,true,VIP,Sports,Gift wrap 846
Professional Document #325,01/26/2025,4279.23,30.71,0.15,cancelled,pix,N,0,Regular,Electronics,
Advanced Product #326,08/24/2024,1466.52,78.07,,completed,credit_card,não,false,VIP,Books,Express delivery 613
Standard Asset #327,12/20/2024,"3,550.87",99.94,0.08,refunded,debit_card,false,1,Regular,Sports,
Advanced Asset #328,04/14/2025,"3,759.90",64.43,0.40,refunded,boleto,0,yes,Inactive,Toys,Gift wrap 554
Advanced Resource #329,08/09/2024,420.36,23.62,0.42,pending,debit_card,0,T,Inactive,Books,Pickup 116
Custom Asset #330,2025-02-04,4252.15,77.24,,refunded,pix,YES,no,Inactive,Clothing,
Enterprise Document #331,2025-01-24,2596.53,78.32,0.05,pending,debit_card,yes,no,Inactive,Clothing,
Professional Record #332,2024/07/24,4203.86,81.04,0.16,completed,pix,0,N,Inactive,Toys,Express delivery 13
Standard Service #333,20250409,3613.70,91.58,0.02,refunded,debit_card,no,Y,Regular,Clothing,
Premium Asset #334,2024/03/03,1006.38,88.08,0.20,cancelled,credit_card,1,false,New,Electronics,
Professional Record #335,28/01/2025,1787.55,17.95,,cancelled,paypal,N,True,VIP,Books,Gift wrap 133
Advanced Document #336,2025/05/17,1950.39,65.40,,refunded,boleto,false,T,New,Toys,Pickup 749
Premium Service #337,2025/04/20,959.60,16.02,,cancelled,debit_card,False,NO,Inactive,Books,Express delivery 122
Enterprise Product #338,20240224,351.60,83.74,0.01,cancelled,debit_card,0,N,New,Electronics,Standard shipping 606
Basic Service #339,2024/08/06,1078.75,16.48,0.20,cancelled,pix,False,False,New,Sports,
Professional Document #340,07/06/2024,2705.36,6.75,0.48,refunded,paypal,F,Y,Inactive,Home,Pickup 865
Custom Document #341,2025-02-03,"3,037.82",44.05,0.44,completed,debit_card,N,sim,New,Books,Standard shipping 701
Standard Item #342,2024/01/15,3088.04,35.26,0.47,pending,debit_card,sim,false,VIP,Home,Standard shipping 614
Advanced Record #343,08/17/2024,1711.91,17.15,0.42,completed,credit_card,1,T,Regular,Toys,Pickup 462
Premium Resource #344,2024-10-09,2877.05,90.70,0.07,completed,credit_card,F,F,Regular,Electronics,
Enterprise Service #345,11/09/2025,"3,347.93",61.61,0.48,completed,credit_card,YES,YES,Regular,Clothing,Express delivery 296
Custom Product #346,2024-05-22,3479.85,18.56,0.28,completed,credit_card,yes,sim,VIP,Clothing,
Professional Document #347,08/03/2024,"1,582.41",8.67,0.33,cancelled,pix,False,YES,Inactive,Clothing,Express delivery 59
Advanced Product #348,2024-08-31,1166.79,86.40,0.15,completed,boleto,Y,YES,Inactive,Books,
Advanced Resource #349,01/28/2024,4280.14,72.27,0.11,completed,boleto,1,False,New,Clothing,
Enterprise Resource #350,01/08/2025,"1,893.03",61.99,0.42,completed,boleto,sim,NO,Regular,Electronics,Standard shipping 254
Premium Resource #351,2025-03-30,4098.35,56.29,,refunded,credit_card,False,True,Inactive,Home,
Advanced Record #352,11/02/2025,"4,779.28",55.10,0.50,completed,debit_card,true,no,New,Electronics,Standard shipping 663
Enterprise Resource #353,26/11/2025,"3,565.05",56.45,0.03,completed,debit_card,false,1,,Sports,
Advanced Asset #354,01/09/2026,4600.12,94.80,,refunded,paypal,False,1,Inactive,Electronics,
Enterprise Item #355,07/09/2025,1615.70,63.77,,cancelled,boleto,0,yes,Inactive,Clothing,Pickup 719
Premium Document #356,2024-06-01,1590.65,10.84,,cancelled,pix,true,True,VIP,Home,Pickup 894
Advanced Document #357,11/09/2024,"4,426.51",91.92,0.16,refunded,credit_card,YES,F,Inactive,Toys,
Enterprise Asset #358,20240929,410.92,26.68,,pending,credit_card,yes,não,Inactive,Electronics,Express delivery 272
Premium Product #359,20250818,4831.98,61.47,0.12,pending,debit_card,true,F,Regular,Books,Express delivery 47
Custom Service #360,08/13/2025,2408.85,63.14,0.16,refunded,debit_card,false,false,Inactive,Sports,
Basic Entry #361,20250410,2999.87,76.97,0.32,cancelled,paypal,true,False,New,Sports,
Advanced Item #362,08/10/2025,"1,173.40",32.83,0.38,refunded,debit_card,yes,0,Inactive,Electronics,Express delivery 248
Basic Record #363,20240128,919.74,93.17,0.02,pending,boleto,F,Y,VIP,Clothing,Gift wrap 609
Basic Resource #364,20240310,3364.86,47.66,0.02,pending,credit_card,no,yes,VIP,Clothing,
Professional Record #365,2024-10-11,680.94,98.71,0.40,pending,paypal,0,True,Regular,Toys,Pickup 804
Premium Document #366,2024/10/06,2466.15,2.95,0.17,cancelled,paypal,NO,1,VIP,Clothing,Express delivery 882
Standard Document #367,08/08/2024,"1,803.26",90.19,0.10,pending,debit_card,sim,False,Inactive,Toys,Pickup 254
Standard Service #368,2024/12/06,1245.94,93.22,0.15,completed,pix,YES,F,Inactive,Books,
Enterprise Record #369,01/25/2024,477.02,93.75,0.26,cancelled,debit_card,true,false,Inactive,Sports,Standard shipping 425
Enterprise Service #370,2024-04-11,3147.31,65.24,0.07,refunded,debit_card,F,não,Inactive,Clothing,Gift wrap 187
Basic Asset #371,2025-12-04,1138.38,98.71,0.43,completed,boleto,False,T,New,Clothing,
Standard Item #372,2024/10/10,2146.47,38.34,0.34,completed,boleto,true,True,Regular,Electronics,Pickup 182
Professional Document #373,2024/07/21,2715.38,39.08,0.18,completed,boleto,sim,false,Inactive,Books,Pickup 718
Advanced Document #374,12/02/2024,"2,926.75",37.75,,refunded,credit_card,true,não,VIP,Toys,Pickup 457
Standard Service #375,2024/11/21,"3,028.35",14.12,0.10,cancelled,paypal,1,,VIP,Toys,Pickup 83
Advanced Asset #376,26/11/2024,1979.19,53.15,0.24,refunded,credit_card,True,sim,New,Toys,
Professional Service #377,20240513,4207.58,23.13,0.10,pending,debit_card,YES,1,New,Books,
Premium Asset #378,08/15/2024,925.08,63.47,0.42,completed,paypal,False,False,VIP,Home,Pickup 321
Basic Product #379,04/14/2024,255.59,89.47,0.31,cancelled,boleto,true,sim,New,Clothing,
Premium Product #380,2025-09-09,516.03,29.62,0.26,cancelled,boleto,sim,False,Regular,Clothing,
Custom Document #381,2024-06-09,"3,130.62",9.89,0.47,pending,credit_card,yes,True,Regular,Books,
Advanced Item #382,15/06/2025,4876.21,81.13,0.45,cancelled,pix,False,true,New,Home,Express delivery 705
Professional Record #383,03/02/2024,3899.72,46.18,0.25,completed,pix,yes,False,Regular,Sports,Standard shipping 831
Advanced Document #384,20251021,332.59,8.98,,cancelled,pix,true,false,VIP,Clothing,Express delivery 143
Professional Document #385,2026/02/02,2484.10,2.27,,cancelled,boleto,NO,0,New,Toys,Pickup 124
Standard Item #386,2024-07-22,1097.42,90.03,0.05,completed,debit_card,0,False,Inactive,Books,
Professional Asset #387,2024/03/01,"2,776.84",66.97,0.43,pending,boleto,True,False,Regular,Books,
Basic Resource #388,05/05/2025,552.41,87.78,0.45,cancelled,pix,YES,false,VIP,Home,Gift wrap 582
Advanced Entry #389,2025/06/06,964.99,11.27,0.37,refunded,pix,False,true,Regular,Electronics,Pickup 413
Professional Service #390,2024/06/15,92.53,74.59,,cancelled,pix,YES,1,Regular,Books,Standard shipping 503
Advanced Resource #391,02/24/2024,1986.15,44.40,,refunded,boleto,yes,Y,Regular,Sports,Standard shipping 692
Professional Asset #392,2025/03/03,1300.33,30.49,0.21,pending,debit_card,no,1,VIP,Books,
Basic Service #393,07/05/2024,"3,153.15",43.79,0.09,completed,boleto,1,F,Inactive,Books,Standard shipping 899
Custom Entry #394,12/25/2025,"1,227.51",86.45,0.41,cancelled,credit_card,True,False,VIP,Toys,
Premium Document #395,2024/02/26,4204.30,83.59,0.30,pending,debit_card,0,0,New,Sports,
Advanced Document #396,2024/08/28,747.50,37.62,,refunded,pix,sim,1,New,Toys,Pickup 15
Premium Resource #397,07/10/2024,"2,256.25",17.23,0.43,completed,pix,Y,True,VIP,Books,
Standard Service #398,11/11/2024,1422.52,90.10,0.32,cancelled,boleto,não,NO,New,Sports,
Basic Resource #399,10/31/2024,2220.50,54.19,0.21,completed,debit_card,no,no,Regular,Sports,Standard shipping 263
Custom Record #400,14/06/2025,1250.54,90.66,0.28,refunded,boleto,0,sim,VIP,Books,Standard shipping 466
Premium Entry #401,2024/05/17,"1,035.47",50.98,0.36,refunded,pix,1,0,VIP,Home,Pickup 69
Professional Record #402,2024-10-22,3565.34,3.88,0.15,cancelled,debit_card,0,True,New,Books,Gift wrap 251
Basic Product #403,2024/02/09,4283.22,44.99,0.08,cancelled,boleto,true,0,Inactive,Clothing,Pickup 114
Enterprise Product #404,2024/05/14,3205.43,36.78,0.49,pending,credit_card,0,não,Inactive,Toys,Gift wrap 375
Professional Entry #405,2024-05-10,790.11,23.58,0.12,cancelled,pix,T,NO,Regular,Toys,
Professional Product #406,07/08/2025,3639.68,90.62,0.06,cancelled,paypal,T,true,Inactive,Home,Standard shipping 20
Enterprise Service #407,08/07/2025,4727.68,17.57,0.17,refunded,paypal,0,YES,New,Home,Standard shipping 863
Basic Document #408,2024/06/23,3348.24,99.70,0.15,pending,credit_card,yes,true,New,Electronics,
Standard Entry #409,20241201,937.19,32.29,0.28,pending,pix,Y,F,Regular,Home,Standard shipping 216
Advanced Resource #410,2024/06/28,849.81,35.62,0.03,cancelled,paypal,0,true,Inactive,Home,
Custom Service #411,12/19/2024,1417.20,24.03,0.46,pending,paypal,YES,Y,Inactive,Toys,Standard shipping 174
Advanced Resource #412,07/03/2024,1298.80,77.22,0.06,pending,debit_card,T,0,Inactive,Clothing,
Enterprise Item #413,2024/11/15,"4,879.77",57.76,0.38,completed,debit_card,YES,Y,New,Clothing,Express delivery 653
Premium Document #414,2024/07/10,1015.17,7.40,0.46,refunded,pix,não,False,VIP,Electronics,Gift wrap 634
Custom Item #415,2025/01/16,3003.84,54.21,0.13,refunded,debit_card,True,Y,Inactive,Home,Express delivery 722
Advanced Entry #416,07/22/2025,"2,424.88",38.14,0.40,cancelled,paypal,NO,F,New,Home,Standard shipping 803
Advanced Service #417,02/11/2024,3262.35,7.64,0.08,refunded,boleto,F,false,VIP,Books,Gift wrap 585
Standard Entry #418,03/09/2024,"2,190.62",40.98,0.46,pending,credit_card,YES,sim,New,Home,
Premium Entry #419,12/07/2024,1947.86,68.86,0.23,refunded,boleto,não,T,New,Toys,Express delivery 968
Enterprise Asset #420,20260128,"1,548.91",22.86,0.44,cancelled,debit_card,no,0,Inactive,Electronics,Express delivery 90
Basic Item #421,29/04/2024,"1,213.20",96.85,0.43,cancelled,boleto,T,true,Inactive,Electronics,Standard shipping 456
Standard Product #422,2025/03/09,280.73,11.11,,pending,paypal,false,F,Regular,Home,
Standard Document #423,2024-03-20,2954.57,66.80,0.43,refunded,credit_card,T,0,Inactive,Sports,Express delivery 559
Custom Product #424,01/31/2026,4390.36,77.15,0.03,pending,credit_card,true,YES,Inactive,Sports,Gift wrap 306
Standard Document #425,20250527,3048.48,91.11,0.26,refunded,pix,T,N,New,Toys,
Basic Service #426,01/12/2025,1874.94,96.13,0.35,refunded,pix,sim,1,VIP,Home,Pickup 153
Custom Entry #427,07/12/2024,3448.73,94.72,0.10,cancelled,paypal,T,1,New,Books,
Custom Item #428,01/03/2025,2454.54,31.29,0.32,refunded,debit_card,NO,não,VIP,Electronics,
Custom Item #429,2024-04-09,"3,088.85",64.89,0.08,refunded,credit_card,YES,1,New,Clothing,Standard shipping 668
Premium Item #430,20250920,233.95,52.53,0.22,cancelled,pix,F,yes,New,Books,
Advanced Service #431,20250608,3803.88,78.00,0.05,completed,debit_card,no,true,Inactive,Home,Standard shipping 305
Advanced Entry #432,12/07/2025,96.71,63.57,0.21,pending,paypal,não,N,Regular,Electronics,
Enterprise Item #433,07/06/2025,1227.69,40.83,0.09,refunded,boleto,YES,True,VIP,Electronics,Pickup 120
Enterprise Service #434,2024-09-20,4052.54,39.26,0.08,cancelled,debit_card,True,sim,Regular,Sports,Gift wrap 766
Enterprise Item #435,2024-12-21,1888.07,75.98,0.02,completed,boleto,N,0,VIP,Books,Express delivery 583
Professional Service #436,20241219,2441.69,17.23,,completed,boleto,true,sim,VIP,Sports,
Enterprise Entry #437,20250919,1202.15,86.36,0.17,completed,credit_card,não,True,Regular,Sports,Pickup 437
Custom Asset #438,2025/09/09,3746.14,59.38,,cancelled,pix,true,não,New,Electronics,Pickup 19
Basic Entry #439,2025/09/30,"4,321.18",75.04,0.35,completed,debit_card,true,False,Inactive,Toys,Standard shipping 240
Premium Resource #440,2024-05-18,3169.09,63.86,0.36,cancelled,pix,False,sim,New,Toys,
Standard Resource #441,20240321,"4,046.45",56.13,0.30,completed,boleto,False,NO,Inactive,Books,Express delivery 860
Basic Record #442,20260120,"2,496.62",57.44,0.46,completed,boleto,False,False,Regular,Electronics,Pickup 29
Premium Record #443,28/11/2025,3125.07,75.11,0.08,cancelled,pix,0,,VIP,Toys,Express delivery 333
Premium Service #444,04/25/2024,"1,697.92",52.69,0.40,refunded,credit_card,False,YES,Regular,Books,Gift wrap 662
Custom Document #445,08/06/2025,511.64,49.29,0.38,refunded,credit_card,F,0,Inactive,Home,Express delivery 603
Advanced Document #446,2025/02/07,3580.03,86.54,,cancelled,paypal,False,true,New,Home,Gift wrap 539
Basic Entry #447,2025/03/25,"4,776.42",93.62,0.43,refunded,paypal,Y,não,Inactive,Books,Express delivery 671
Standard Product #448,2024/02/21,3334.73,11.12,0.06,pending,boleto,N,YES,Inactive,Home,Express delivery 320
Custom Product #449,11/08/2025,2235.25,71.68,0.41,cancelled,pix,no,True,New,Books,
Professional Service #450,2024/08/26,481.87,73.95,0.09,completed,boleto,1,yes,Inactive,Electronics,Express delivery 253
Enterprise Resource #451,03/15/2024,"2,834.90",6.42,0.29,pending,debit_card,True,1,Inactive,Home,
Advanced Entry #452,2024/02/03,3017.01,17.26,0.48,refunded,boleto,Y,NO,Inactive,Electronics,
