transaction_id,transaction_date,amount,balance_after,fee,transaction_type,channel,is_international,is_recurring,status,risk_score,description
Custom Resource #256,06/06/2025,-49852.11,159895.32,39.74,deposit,POS,F,no,completed,high,
Custom Entry #257,13/07/2025,48957.06,"611,187.30",,withdrawal,Web,sim,YES,pending,low,Bill Payment 819
Standard Document #258,04/01/2025,20420.89,160622.45,14.29,deposit,Web,false,False,completed,high,Bill Payment 594
Enterprise Entry #259,2025/05/03,-22113.20,"724,612.26",9.36,deposit,Web,sim,YES,failed,,
Standard Entry #260,12/02/2025,11081.23,429921.42,38.68,transfer,Branch,F,N,pending,low,Bill Payment 887
Enterprise Product #261,2025/03/03,39737.17,732738.63,45.63,payment,Mobile App,no,não,pending,,Bill Payment 361
Advanced Service #262,20250827,45052.69,335897.00,22.43,payment,Web,F,,completed,high,Bill Payment 156
Standard Asset #263,20250324,"6,530.14",387205.49,43.31,withdrawal,ATM,yes,False,completed,medium,
Advanced Entry #264,05/02/2025,"17,150.52","696,542.53",43.79,withdrawal,Web,no,False,pending,low,Bill Payment 201
Premium Item #265,20251006,"-11,275.83","73,621.12",19.91,withdrawal,ATM,Y,no,pending,high,
Standard Product #266,20251120,1431.89,656486.15,,transfer,POS,F,true,failed,low,Salary Deposit 955
Premium Record #267,20260210,24185.61,78348.60,37.32,fee,ATM,N,true,failed,low,Online Purchase 987
Enterprise Item #268,2025/02/09,12184.02,701655.53,22.89,transfer,Branch,T,não,failed,high,Online Purchase 833
Custom Asset #269,19/03/2025,7884.19,499994.11,45.29,fee,ATM,T,false,failed,low,
Premium Item #270,2025-01-31,24743.45,"17,015.88",32.97,withdrawal,ATM,T,NO,pending,medium,
Premium Asset #271,2025-10-28,26796.58,"992,274.14",11.98,transfer,POS,false,sim,pending,,Online Purchase 761
Standard Asset #272,20251005,-19611.21,"211,237.16",41.50,payment,Web,YES,não,reversed,medium,
Custom Document #273,20250810,-29643.18,547952.90,,fee,Branch,0,NO,reversed,high,ATM Withdrawal 615
Custom Record #274,2025/09/10,"21,337.11","278,651.62",33.82,fee,ATM,YES,0,failed,,Salary Deposit 273
Standard Asset #275,20250131,-13367.40,347383.43,39.91,fee,Mobile App,N,sim,failed,low,
Professional Record #276,20250421,37302.72,607198.34,35.23,payment,Branch,T,T,reversed,medium,Salary Deposit 833
Basic Document #277,03/23/2025,"-37,857.16",446312.72,37.95,transfer,Web,0,True,pending,low,Online Purchase 147
Premium Resource #278,20250408,-41082.84,"532,784.23",18.09,withdrawal,Branch,F,YES,completed,medium,ATM Withdrawal 431
Basic Asset #279,16/03/2025,26465.70,,18.92,transfer,POS,T,True,pending,low,
Standard Product #280,2025-10-09,-35983.19,415121.77,,fee,ATM,False,yes,failed,medium,
Professional Entry #281,08/11/2025,3816.75,339938.81,11.19,payment,Mobile App,no,Y,pending,high,
Basic Asset #282,24/08/2025,35902.01,"935,684.62",,payment,Branch,True,1,failed,high,
Professional Service #283,20250626,-5038.96,,16.28,deposit,ATM,Y,0,reversed,,Salary Deposit 589
Advanced Record #284,11/22/2025,-24799.47,"841,379.28",,fee,POS,no,T,completed,low,Online Purchase 259
Advanced Service #285,2025/02/26,"22,399.75",242565.66,7.30,fee,POS,YES,no,reversed,high,Online Purchase 119
Custom Record #286,13/10/2025,"39,161.04","984,555.68",3.26,withdrawal,POS,YES,NO,reversed,low,Salary Deposit 474
Custom Service #287,05/07/2025,-47814.02,9011.61,34.89,withdrawal,POS,False,,completed,medium,
Enterprise Entry #288,28/03/2025,"43,622.44","277,366.42",18.45,payment,ATM,False,não,failed,high,ATM Withdrawal 665
Premium Asset #289,2025-02-23,"26,405.95","423,823.70",13.97,deposit,Web,NO,1,reversed,high,ATM Withdrawal 711
Basic Entry #290,04/26/2025,-20616.50,"228,651.38",2.12,withdrawal,Mobile App,F,yes,failed,medium,ATM Withdrawal 789
Professional Item #291,10/04/2025,"38,574.69",629530.84,5.18,deposit,POS,true,0,pending,,Salary Deposit 321
Premium Document #292,2025-09-13,"4,973.85",19725.66,,transfer,Mobile App,true,False,failed,medium,Salary Deposit 746
Custom Document #293,20250417,35405.31,515593.48,9.33,withdrawal,POS,N,,pending,high,Online Purchase 325
Custom Asset #294,16/11/2025,-782.64,"938,451.22",42.08,transfer,ATM,no,T,reversed,,Salary Deposit 749
Custom Record #295,05/07/2025,26874.48,699480.05,36.23,deposit,POS,não,,reversed,high,ATM Withdrawal 246
Standard Document #296,20250324,-35688.02,"628,422.16",,fee,Branch,False,False,reversed,low,Online Purchase 436
Advanced Product #297,06/24/2025,12757.40,954960.51,32.99,payment,Branch,NO,yes,reversed,high,Bill Payment 339
Basic Service #298,11/22/2025,"-14,843.10",546395.51,4.20,payment,Branch,yes,True,pending,,
Premium Item #299,20250225,18776.63,908812.12,2.21,fee,Mobile App,sim,,pending,high,Salary Deposit 382
Professional Record #300,2025/06/20,-29780.84,881316.43,27.05,transfer,Branch,F,yes,completed,high,Bill Payment 93
Basic Record #301,2025-04-18,"45,751.12",901627.87,10.41,transfer,Mobile App,1,1,failed,low,ATM Withdrawal 803
Standard Service #302,2025/06/25,"-36,827.27","733,452.78",21.58,transfer,POS,não,YES,reversed,low,Online Purchase 682
Enterprise Service #303,08/28/2025,-40140.13,842290.33,37.87,withdrawal,Mobile App,True,N,completed,high,
Standard Document #304,20250204,10616.02,918175.79,38.02,payment,Mobile App,N,F,completed,low,ATM Withdrawal 94
Custom Entry #305,2025/12/27,23335.80,736847.69,10.01,transfer,Mobile App,NO,1,failed,low,Online Purchase 523
Custom Record #306,27/08/2025,-27251.69,531749.14,,deposit,Branch,false,YES,reversed,low,
Professional Record #307,09/15/2025,"-14,085.12",148306.44,10.95,payment,Web,N,,failed,high,ATM Withdrawal 527
Enterprise Entry #308,20260114,-14283.40,"211,227.06",7.99,transfer,ATM,1,F,completed,,
Advanced Service #309,11/19/2025,34665.79,314610.41,36.93,fee,ATM,false,true,pending,low,
Standard Item #310,20250220,3545.63,"542,858.58",1.90,deposit,Mobile App,yes,T,pending,low,Bill Payment 317
Advanced Document #311,20250227,34854.38,919291.08,36.83,payment,Web,Y,yes,failed,low,Online Purchase 554
Premium Product #312,2025-11-23,48985.08,"684,859.53",15.62,transfer,POS,N,no,reversed,low,
Basic Service #313,2025-05-30,"-34,187.83",508336.31,,payment,ATM,N,1,completed,low,Bill Payment 42
Custom Service #314,2025/07/15,-21432.12,554153.84,41.66,fee,Mobile App,T,F,reversed,high,Bill Payment 928
Custom Document #315,2025-07-02,"-12,077.33",803871.94,6.92,payment,POS,não,True,pending,low,ATM Withdrawal 950
Advanced Product #316,20251203,"-26,489.79","943,940.63",32.84,withdrawal,Mobile App,Y,yes,pending,high,
Professional Resource #317,2025/10/02,-44863.10,"306,970.46",28.93,deposit,Branch,false,YES,pending,high,Online Purchase 743
Enterprise Item #318,2025/04/19,453.26,924794.08,17.52,withdrawal,Branch,true,Y,reversed,high,
Enterprise Record #319,22/01/2026,"11,932.83",882463.49,,deposit,ATM,não,no,pending,,
Enterprise Product #320,20250928,"-9,460.53",512953.97,21.33,deposit,Web,NO,NO,pending,low,
Standard Document #321,2025/02/01,-1871.49,372118.31,3.37,payment,Branch,T,não,pending,medium,Online Purchase 273
Standard Document #322,2025/06/16,-26046.15,371074.55,46.70,fee,ATM,yes,yes,failed,high,
Professional Product #323,2025-01-28,41184.12,37948.32,11.42,payment,Mobile App,não,NO,completed,low,
Professional Resource #324,10/26/2025,"-45,602.23","906,245.49",,withdrawal,POS,F,N,completed,low,
Enterprise Asset #325,20/01/2026,"15,381.20",33698.26,27.65,payment,Web,False,no,pending,high,
Enterprise Document #326,09/06/2025,-46266.63,772678.18,,payment,POS,Y,1,pending,high,Online Purchase 788
Basic Service #327,26/09/2025,34593.53,338935.28,33.01,transfer,Branch,N,True,reversed,low,ATM Withdrawal 576
Advanced Record #328,2025/09/08,23249.21,984238.56,27.16,deposit,Mobile App,T,F,reversed,low,Bill Payment 163
Enterprise Record #329,02/05/2026,-41038.89,627936.22,28.88,payment,ATM,True,T,failed,medium,Bill Payment 310
Advanced Service #330,20250616,-39666.84,143566.04,8.82,transfer,Branch,NO,,pending,high,
Custom Service #331,07/18/2025,-35287.27,88504.54,31.26,deposit,Branch,True,YES,failed,low,Salary Deposit 925
Basic Asset #332,31/08/2025,25098.05,339659.19,46.02,transfer,POS,false,F,reversed,low,ATM Withdrawal 636
Standard Record #333,2026/01/30,-25322.28,479630.14,3.96,payment,ATM,F,não,pending,high,ATM Withdrawal 359
Custom Asset #334,18/01/2026,38611.17,542048.58,1.79,fee,ATM,NO,True,completed,high,
Premium Service #335,11/05/2025,-24224.99,901001.14,1.41,deposit,Branch,T,Y,failed,high,
Premium Product #336,02/03/2025,"10,575.10",390778.62,,fee,Web,NO,True,completed,low,
Professional Service #337,07/20/2025,38995.42,"373,167.28",40.58,withdrawal,ATM,YES,,pending,low,Bill Payment 530
Advanced Service #338,20250717,9141.25,108610.46,21.64,deposit,Mobile App,NO,False,reversed,medium,Salary Deposit 643
Premium Resource #339,30/03/2025,-23837.37,10833.20,2.51,deposit,Web,True,N,completed,low,
Enterprise Asset #340,2025-09-15,"39,946.40","889,873.73",48.85,payment,POS,False,T,pending,low,Salary Deposit 506
Premium Item #341,20250318,-30450.78,707429.43,,withdrawal,Branch,não,true,reversed,high,
Custom Product #342,01/01/2026,-36185.93,"499,120.26",,transfer,Mobile App,True,YES,completed,medium,
Premium Document #343,20260128,"12,715.21","882,802.21",0.12,deposit,POS,T,Y,failed,low,Salary Deposit 362
Premium Record #344,08/17/2025,39824.72,91811.92,18.21,withdrawal,Web,0,N,failed,low,ATM Withdrawal 112
Standard Asset #345,2025-07-06,"-8,480.01","289,279.68",10.84,transfer,ATM,yes,sim,reversed,,
Advanced Resource #346,22/03/2025,49444.46,49846.26,2.75,payment,Mobile App,F,NO,reversed,medium,
Basic Entry #347,2025-07-15,"43,251.11",587367.27,5.64,payment,Mobile App,F,yes,completed,high,Online Purchase 941
Premium Item #348,20260202,9749.89,238476.45,,payment,Branch,Y,false,reversed,high,ATM Withdrawal 745
Professional Item #349,2025/06/20,-34872.87,843840.33,38.10,withdrawal,POS,1,1,completed,low,
Basic Item #350,2026-01-23,-9696.61,"12,232.94",11.20,withdrawal,Branch,N,false,completed,high,
Custom Record #351,2025/03/05,16195.73,766027.05,7.35,fee,ATM,YES,não,completed,medium,ATM Withdrawal 240
Premium Record #352,2025-07-22,-28971.16,737423.90,,deposit,Web,yes,N,reversed,high,
Enterprise Document #353,2026/01/10,-28394.03,419935.56,26.03,withdrawal,Web,NO,,failed,,Salary Deposit 444
Premium Item #354,20250612,-15700.83,683507.31,4.61,deposit,Web,yes,false,pending,low,
Premium Document #355,11/30/2025,-47350.15,"534,176.13",,withdrawal,Web,false,NO,reversed,medium,Bill Payment 706
Basic Resource #356,02/05/2025,"41,606.90",976380.07,29.44,transfer,POS,T,0,reversed,medium,Online Purchase 300
Premium Document #357,2025-02-18,19854.05,148920.06,28.19,withdrawal,ATM,0,yes,failed,medium,
Advanced Product #358,09/04/2025,-13369.84,"73,342.22",9.97,payment,POS,T,T,pending,medium,Online Purchase 396
Premium Entry #359,20251107,-39960.84,662736.86,30.66,withdrawal,ATM,yes,não,reversed,high,
Premium Item #360,2025/01/16,-41012.21,781433.81,34.29,withdrawal,POS,YES,false,failed,medium,
Standard Item #361,2025-03-16,17171.13,904656.09,35.93,deposit,POS,false,F,pending,high,
Premium Item #362,04/08/2025,"-37,209.08","583,959.80",,deposit,Web,não,True,pending,medium,
Premium Asset #363,2026-01-16,"32,252.25",389646.76,38.02,transfer,Mobile App,não,1,completed,medium,Salary Deposit 816
Professional Record #364,2026-02-11,4148.87,474278.91,17.03,fee,Mobile App,não,não,reversed,,Bill Payment 231
Standard Resource #365,2025-11-09,"-30,214.15",208770.85,25.17,payment,ATM,Y,0,failed,low,Online Purchase 991
Custom Service #366,28/03/2025,7605.76,469712.92,1.62,payment,POS,YES,False,pending,high,ATM Withdrawal 268
Enterprise Entry #367,03/11/2025,"-31,981.22",662497.35,,fee,POS,no,no,reversed,high,
Custom Asset #368,2025-12-26,-1642.90,195317.67,29.31,payment,Branch,true,não,reversed,low,
Custom Record #369,20250620,-42135.53,"477,787.89",30.40,fee,ATM,YES,F,pending,medium,
Advanced Asset #370,2025-05-25,"-14,092.34","672,866.84",22.55,fee,Branch,T,yes,completed,low,Salary Deposit 483
Advanced Asset #371,20250227,-34054.23,"609,782.10",36.39,fee,Web,NO,T,completed,high,
Basic Item #372,2025/08/03,"-19,241.08",80748.70,,deposit,POS,YES,NO,reversed,low,
Enterprise Product #373,2025-11-18,-49581.19,618574.91,28.42,deposit,Branch,YES,T,completed,low,ATM Withdrawal 548
Advanced Service #374,2025-01-04,"-21,627.36",182272.75,30.15,withdrawal,Web,NO,false,completed,high,
Advanced Service #375,20251223,-41279.31,596597.72,16.22,payment,Branch,0,NO,pending,high,
Custom Asset #376,2025/05/10,-18894.54,"629,376.33",3.11,withdrawal,Web,sim,NO,failed,high,Online Purchase 418
Advanced Entry #377,2025-02-05,-37656.22,"291,002.01",42.72,payment,Mobile App,T,false,reversed,medium,ATM Withdrawal 667
Custom Document #378,20250912,-19942.91,557934.80,38.12,fee,ATM,false,False,reversed,high,
Professional Document #379,2025/04/16,12776.72,870363.53,21.68,transfer,POS,0,False,reversed,high,Salary Deposit 662
Professional Product #380,20250513,-3740.35,844599.58,,fee,ATM,YES,true,completed,low,Salary Deposit 385
Advanced Record #381,2025-12-23,-8804.24,"788,482.67",44.05,deposit,POS,Y,NO,completed,high,Online Purchase 538
Standard Product #382,2025/11/12,-17528.06,891387.13,43.77,deposit,POS,no,,reversed,high,
Basic Record #383,20250624,"-10,500.69",418361.53,44.80,payment,POS,F,0,failed,high,
Custom Product #384,22/12/2025,-39636.23,539624.02,19.16,fee,Branch,NO,N,failed,high,Online Purchase 281
Standard Document #385,08/23/2025,"33,078.28",645128.01,5.70,withdrawal,Branch,True,0,pending,low,Salary Deposit 601
Premium Product #386,2026-01-19,30024.81,102406.79,1.71,withdrawal,Branch,no,Y,completed,high,Bill Payment 627
Premium Service #387,08/08/2025,23330.26,235903.34,20.00,withdrawal,ATM,true,False,reversed,medium,
Standard Item #388,2025-04-21,48988.39,"746,310.78",17.64,fee,Branch,false,NO,failed,low,
Standard Asset #389,18/01/2026,-26710.62,144794.10,26.54,transfer,Branch,T,Y,pending,medium,
Advanced Entry #390,2025/03/16,13616.54,"419,433.87",36.30,deposit,POS,1,True,reversed,medium,ATM Withdrawal 999
Premium Item #391,12/26/2025,-16125.35,936747.17,,payment,ATM,T,Y,completed,medium,Salary Deposit 976
Standard Item #392,20250726,"-1,068.86",,3.68,transfer,POS,sim,no,completed,low,Bill Payment 493
Advanced Resource #393,08/14/2025,"4,303.50",786185.24,18.40,deposit,Mobile App,True,no,pending,high,
Standard Item #394,2025-06-29,14794.49,"625,894.77",37.33,deposit,ATM,Y,N,pending,low,
Standard Product #395,20250621,15204.39,623440.20,0.88,fee,Web,false,true,completed,low,
Basic Product #396,04/10/2025,"38,076.13",28650.06,15.89,withdrawal,Web,0,False,reversed,high,
Professional Product #397,05/10/2025,"25,616.02","270,466.93",,deposit,Branch,no,false,failed,low,Bill Payment 946
Professional Asset #398,2025/03/30,"38,164.81",642011.55,28.55,transfer,ATM,False,False,failed,low,Salary Deposit 806
Basic Asset #399,20251219,"-48,243.13",351462.84,20.91,transfer,Branch,0,1,failed,medium,ATM Withdrawal 509
Advanced Item #400,05/09/2025,9400.50,497613.46,38.90,payment,Mobile App,no,no,pending,low,Salary Deposit 111
Enterprise Document #401,2025/04/16,22613.66,382775.60,16.59,payment,Web,não,sim,completed,high,
Advanced Resource #402,26/01/2026,"-4,425.26","319,018.82",24.05,payment,Mobile App,1,True,completed,high,
Advanced Entry #403,22/08/2025,"-14,087.73","364,583.19",8.08,withdrawal,POS,no,N,reversed,low,
Professional Item #404,03/28/2025,"44,426.33",945008.41,,withdrawal,Web,sim,,completed,high,Online Purchase 55
Standard Resource #405,2025-10-25,-43177.29,"5,218.47",40.56,fee,Web,yes,F,completed,high,
Enterprise Service #406,2025/06/11,"-47,957.68","552,615.64",22.96,withdrawal,ATM,0,true,failed,high,Online Purchase 167
Custom Product #407,20250817,-635.37,922726.27,27.44,fee,ATM,NO,true,reversed,low,Online Purchase 390
Basic Resource #408,04/07/2025,-46016.94,275570.25,,withdrawal,ATM,F,False,failed,high,Bill Payment 664
Enterprise Service #409,2025-11-05,-49356.38,191392.80,39.91,withdrawal,ATM,1,N,pending,,
Premium Product #410,17/09/2025,"-10,241.47",812472.26,40.16,withdrawal,Web,NO,Y,completed,low,Online Purchase 762
Professional Entry #411,14/02/2025,-21479.80,"978,308.61",,fee,POS,no,YES,completed,,
Custom Record #412,20250611,24347.93,316392.14,13.19,withdrawal,POS,True,F,failed,medium,
Standard Product #413,14/08/2025,"-23,920.96",813898.96,,transfer,Branch,True,1,pending,medium,Online Purchase 434
Custom Entry #414,03/15/2025,"16,917.77",248033.43,19.56,transfer,Web,false,N,pending,medium,Bill Payment 297
Standard Document #415,28/04/2025,4659.95,111620.20,29.25,fee,POS,T,,reversed,high,Bill Payment 698
Professional Resource #416,09/05/2025,12005.66,779221.18,,fee,Mobile App,True,0,failed,high,Online Purchase 37
Premium Service #417,2025-12-05,"44,389.06",886177.24,40.28,deposit,Branch,false,False,pending,high,
Enterprise Item #418,2025-10-27,"36,871.13","655,436.03",41.76,deposit,ATM,true,True,failed,medium,Bill Payment 217
Standard Asset #419,10/09/2025,-43008.57,"185,420.47",34.28,deposit,Web,sim,NO,reversed,low,
Advanced Product #420,06/22/2025,"-23,363.44",564694.91,31.97,deposit,POS,1,0,pending,low,
Enterprise Record #421,20250118,"38,791.79",18179.78,,deposit,ATM,N,não,failed,high,Salary Deposit 54
Professional Entry #422,10/11/2025,-23903.90,"741,064.29",48.52,payment,Branch,1,N,pending,medium,
Standard Resource #423,20251201,"-2,038.92",753640.55,12.33,deposit,Web,False,,failed,medium,Online Purchase 575
Custom Service #424,2025/01/06,-19074.45,899370.35,24.25,transfer,Web,1,0,reversed,,
Custom Resource #425,11/01/2026,-39964.18,751920.35,23.00,deposit,Mobile App,T,NO,completed,high,
Premium Item #426,11/11/2025,"-32,532.66","775,088.52",19.47,transfer,Mobile App,não,false,failed,medium,ATM Withdrawal 203
Premium Entry #427,22/10/2025,27442.24,"391,926.47",26.52,transfer,Mobile App,sim,YES,reversed,low,
Enterprise Product #428,20251023,-20278.84,"478,311.89",21.98,payment,Mobile App,0,Y,failed,high,Salary Deposit 863
Standard Product #429,2026-01-16,-17909.34,209220.47,49.23,payment,Web,N,yes,pending,medium,Online Purchase 947
Advanced Document #430,29/09/2025,"26,823.08",324377.43,,deposit,ATM,NO,T,completed,low,Salary Deposit 116
Enterprise Product #431,2025-02-06,-47707.22,"911,685.19",19.56,deposit,ATM,F,no,completed,high,Salary Deposit 406
Professional Asset #432,2025-12-08,42033.06,742933.14,12.97,withdrawal,POS,YES,sim,completed,medium,ATM Withdrawal 508
Enterprise Item #433,2026-02-11,"-29,882.40",559386.31,42.99,fee,Web,Y,no,failed,high,Online Purchase 740
Basic Item #434,2025/02/05,45499.01,651375.77,29.36,fee,POS,T,N,reversed,medium,ATM Withdrawal 897
Basic Record #435,11/20/2025,"-3,782.60",251388.76,,transfer,Web,T,1,pending,medium,Bill Payment 245
Basic Record #436,09/15/2025,-10983.41,23448.77,46.63,transfer,Mobile App,False,F,reversed,medium,Online Purchase 694
Basic Record #437,06/22/2025,15924.25,"166,551.09",5.01,deposit,ATM,Y,1,completed,low,
